Title;Desc;Type;BodyPart;Equipment;Level;Rating;VideoLink
Single-arm dumbbell upright row;The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;8.7;https://www.youtube.com/watch?v=VtCGdQti7c0&pp=ygUfU2luZ2xlLWFybSBkdW1iYmVsbCB1cHJpZ2h0IHJvdw%3D%3D
Car driver;The car driver is a variation of the plate front raise exercise where the lifter holds a weight plate in front of them and twists it from side to side, similar to a steering wheel. It targets the muscles of the shoulders, the front or anterior deltoids in particular, but is also challenging to the core and upper-back muscles. It can provide variety in a shoulder-focused muscle-building workout or as part of an upper-body or full-body circuit.;Strength;Shoulders;Other;Intermediate;8.7;https://www.youtube.com/watch?v=xuZA6qiJVfU&pp=ygUKQ2FyIGRyaXZlcg%3D%3D
Arnold press;Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Dumbbell;Intermediate;8.6;https://www.youtube.com/watch?v=6Z15_WdXmVw&pp=ygUMQXJub2xkIHByZXNz
Front Plate Raise;The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as part of an upper body or full-body circuit.;Strength;Shoulders;Other;Intermediate;8.5;https://www.youtube.com/watch?v=hFo-LIkCozU&pp=ygURRnJvbnQgUGxhdGUgUmFpc2U%3D
Battle ropes;Battle ropes are an explosive training tool that involves moving the rope in waves with the other end of the rope anchored at ground level. There are many different types of waves, but the most common is alternating waves with the left and right hands. The battle ropes can be performed for short bursts as power training, for longer durations as cardiovascular training, or as a component of a conditioning or fat-loss circuit.;Strength;Shoulders;Other;Intermediate;8.5;https://www.youtube.com/watch?v=pQb2xIGioyQ&pp=ygUMQmF0dGxlIHJvcGVz
Seated rear delt fly;The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Dumbbell;Intermediate;8.4;https://www.youtube.com/watch?v=EA7u4Q_8HQ0&pp=ygUUU2VhdGVkIHJlYXIgZGVsdCBmbHk%3D
Landmine Linear Jammer;The linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.;Strength;Shoulders;Other;Intermediate;8.4;https://www.youtube.com/watch?v=kXBFR5UaOAk&pp=ygUWTGFuZG1pbmUgTGluZWFyIEphbW1lcg%3D%3D
Bar shoulder extension stretch;The bar shoulder extension stretch is a technique to increase overhead mobility (known as shoulder flexion) and thoracic extension with the help of a bar or other stable object. It is often used as part of a warm-up before upper-body training.;Stretching;Shoulders;Other;Beginner;8.3;https://www.youtube.com/watch?v=TmR88jZkPA8&pp=ygUeQmFyIHNob3VsZGVyIGV4dGVuc2lvbiBzdHJldGNo
Single-arm cable front raise;The single-arm cable front raise is an isolation exercise targeting the anterior and medial deltoids or shoulder muscles. The single-arm version of this movement allows you to focus on each side independently. Because grip will be a limitation, it is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Cable;Intermediate;8.3;https://www.youtube.com/shorts/IIz_2WGzZ7U
Seated face pull;The seated face pull is a cable exercise targeting the shoulder muscles, particularly the rear delts, and the muscles of the upper back. This can help build healthier shoulders and posture, and increase shoulder stability. It is usually performed for moderate to high reps as part of a dynamic warm-up for an upper-body workout or in the main part of a shoulder-focused workout.;Strength;Shoulders;Cable;Intermediate;8.2;https://www.youtube.com/watch?v=hyBmEmv03_U&pp=ygUQU2VhdGVkIGZhY2UgcHVsbA%3D%3D
Single-arm bent-over cable rear delt fly;The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Cable;Intermediate;8.0;https://www.youtube.com/watch?v=UJP3IcIbRe4&pp=ygUoU2luZ2xlLWFybSBiZW50LW92ZXIgY2FibGUgcmVhciBkZWx0IGZseQ%3D%3D
Seated cable shoulder press;The seated cable shoulder press is a multijoint machine-based exercise that focuses on the deltoid or shoulder muscles, as well as the triceps. It's most common in muscle-building workouts and rep ranges, usually 8-12 reps or more.;Strength;Shoulders;Cable;Intermediate;7.9;https://www.youtube.com/watch?v=AdBKc2LmvHM&pp=ygUbU2VhdGVkIGNhYmxlIHNob3VsZGVyIHByZXNz
Standing face pull;The standing face pull is an isolation exercise primarily targeting the rear deltoids, traps, and upper back. It is most often performed with a rope attachment.;Strength;Shoulders;Cable;Intermediate;7.8;https://www.youtube.com/watch?v=eIq5CB9JfKE&pp=ygUSU3RhbmRpbmcgZmFjZSBwdWxs
Standing cable rear delt row;The standing cable rear delt row primarily targets the rear deltoids. This movement also hits the traps, rhomboids, and biceps. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Cable;Intermediate;9.0;https://www.youtube.com/watch?v=oDHr3vaZE0Y&pp=ygUcU3RhbmRpbmcgY2FibGUgcmVhciBkZWx0IHJvdw%3D%3D
Standing Low-Pulley Deltoid Raise;The single-arm cable lateral raise is an isolation exercise targeting the shoulders, specifically the medial deltoid. This movement also hits the traps and upper back, and allows you to focus on each side independently. Because grip is a limitation, it is usually performed for moderate to high reps, like at least 8-12 reps per set, as part of an upper body or shoulders-focused workout.;Strength;Shoulders;Cable;Intermediate;8.9;https://www.youtube.com/watch?v=18PadBGR9qo&pp=ygUhU3RhbmRpbmcgTG93LVB1bGxleSBEZWx0b2lkIFJhaXNl
Standing crossed-cable rear delt fly;The standing crossed-cable rear delt fly is an isolation exercise for the rear deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Cable;Intermediate;8.9;https://www.youtube.com/watch?v=JENKmsEZQO8&pp=ygUkU3RhbmRpbmcgY3Jvc3NlZC1jYWJsZSByZWFyIGRlbHQgZmx5
Smith machine shoulder press;The Smith machine shoulder press is a machine-based exercise targeting the deltoid muscles. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a shoulder or upper-body focused workout.;Strength;Shoulders;Machine;Intermediate;8.9;https://www.youtube.com/watch?v=UNidxAxHuwQ&pp=ygUcU21pdGggbWFjaGluZSBzaG91bGRlciBwcmVzcw%3D%3D
Machine shoulder press;The machine shoulder press is a machine-based exercise targeting the deltoid muscles. It approximates the motion of a free-weight shoulder press, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine shoulder presses are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Machine;Intermediate;8.6;https://www.youtube.com/watch?v=3R14MnZbcpw&pp=ygUWTWFjaGluZSBzaG91bGRlciBwcmVzcw%3D%3D
Reverse Machine Flyes;The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing the opposite direction. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Strength;Shoulders;Machine;Intermediate;8.4;https://www.youtube.com/watch?v=6yMdhi2DVao&pp=ygUVUmV2ZXJzZSBNYWNoaW5lIEZseWVz
Single-arm Smith machine upright row;The single-arm Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Machine;Intermediate;8.4;https://www.youtube.com/watch?v=k4_8Srd4mK8&pp=ygUkU2luZ2xlLWFybSBTbWl0aCBtYWNoaW5lIHVwcmlnaHQgcm93
Handstand push-up;The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners will need to progress to this move.;Strength;Shoulders;Body Only;Intermediate;6.8;https://www.youtube.com/watch?v=KzoE5MblX_Q&pp=ygURSGFuZHN0YW5kIHB1c2gtdXA%3D
Cross-body shoulder stretch;"The cross-body shoulder stretch targets increased flexibility in the shoulders. It is a common inclusion in upper-body dynamic warm-ups prior to training or sports, but can also be performed anytime to ""limber up"" the upper body.";Stretching;Shoulders;Body Only;Intermediate;5.3;https://www.youtube.com/watch?v=swvXpKN832E&pp=ygUbQ3Jvc3MtYm9keSBzaG91bGRlciBzdHJldGNo
Arm circle;The arm circle is a non-weighted exercise targeting the shoulders. It involves extending your arms to the sides and drawing small circles in the air with your hands. It is common in warm-ups for both training and athletics, and is often performed simply until someone feels a burn, rather than for a set amount of reps.;Stretching;Shoulders;Body Only;Intermediate;8.7;https://www.youtube.com/watch?v=140RTNMciH8&pp=ygUKQXJtIGNpcmNsZQ%3D%3D
Medicine ball scoop throw;"The medicine ball scoop throw is an explosive exercise targeting the abdominals and hips. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.";Plyometrics;Shoulders;Medicine Ball;Intermediate;8.5;https://www.youtube.com/watch?v=tPwRwbTsiN8&pp=ygUZTWVkaWNpbmUgYmFsbCBzY29vcCB0aHJvdw%3D%3D
Incline face-down bar front raise;The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.;Strength;Shoulders;E-Z Curl Bar;Intermediate;8.5;https://www.youtube.com/watch?v=XXRZL8fIcHE&pp=ygUhSW5jbGluZSBmYWNlLWRvd24gYmFyIGZyb250IHJhaXNl
Incline anti-gravity shoulder press;The incline anti-gravity shoulder press is an upper-body exercise targeting the shoulders and upper back. It works the rear delts and upper-back muscles isometrically to hold the weight up, while dynamically training the lateral and front delts. Because of the challenge of holding the weight up, this press variation is usually performed with relatively light weights for moderate reps, such as 8-12 reps per set or more, as part of upper-body or shoulder training.;Strength;Shoulders;E-Z Curl Bar;Intermediate;8.5;https://www.youtube.com/watch?v=HXbetYIM-AY&pp=ygUjSW5jbGluZSBhbnRpLWdyYXZpdHkgc2hvdWxkZXIgcHJlc3M%3D
